957990	Abba Sabinou Monasterion	506±0
117487	Abu Mena	625±24
117069	Abu Mena	625±24
117549	Abu Mena	625±24
117577	Abu Mena	625±24
117528	Abu Mena	625±24
117523	Abu Mena	625±24
117022	Abu Mena	625±24
117035	Abu Mena	625±24
117164	Abu Mena	625±24
117116	Abu Mena	625±24
117097	Abu Mena	625±24
117477	Abu Mena	625±24
117036	Abu Mena	625±24
117161	Abu Mena	625±24
117244	Abu Mena	625±24
117141	Abu Mena	625±24
117227	Abu Mena	625±24
117514	Abu Mena	625±24
117421	Abu Mena	625±24
117099	Abu Mena	625±24
117365	Abu Mena	625±24
117129	Abu Mena	625±24
117403	Abu Mena	625±24
117140	Abu Mena	625±24
117252	Abu Mena	625±24
117240	Abu Mena	625±24
117308	Abu Mena	625±24
117152	Abu Mena	625±24
117143	Abu Mena	625±24
117017	Abu Mena	625±24
117527	Abu Mena	625±24
117299	Abu Mena	625±24
117303	Abu Mena	625±24
117223	Abu Mena	625±24
117189	Abu Mena	625±24
117166	Abu Mena	625±24
117055	Abu Mena	625±24
117338	Abu Mena	625±24
117121	Abu Mena	625±24
117198	Abu Mena	625±24
117221	Abu Mena	625±24
117238	Abu Mena	625±24
117565	Abu Mena	625±24
117341	Abu Mena	625±24
117576	Abu Mena	625±24
117012	Abu Mena	625±24
117315	Abu Mena	625±24
117480	Abu Mena	625±24
117368	Abu Mena	625±24
117239	Abu Mena	625±24
117550	Abu Mena	625±24
117322	Abu Mena	625±24
117340	Abu Mena	625±24
117027	Abu Mena	625±24
117106	Abu Mena	625±24
117574	Abu Mena	625±24
117451	Abu Mena	625±24
117288	Abu Mena	625±24
117060	Abu Mena	625±24
117476	Abu Mena	625±24
117289	Abu Mena	625±24
117026	Abu Mena	625±24
117541	Abu Mena	625±24
117531	Abu Mena	625±24
117092	Abu Mena	625±24
117021	Abu Mena	625±24
117535	Abu Mena	625±24
117380	Abu Mena	625±24
117360	Abu Mena	625±24
117148	Abu Mena	625±24
117019	Abu Mena	625±24
117066	Abu Mena	625±24
117156	Abu Mena	625±24
117237	Abu Mena	625±24
117150	Abu Mena	625±24
117443	Abu Mena	625±24
117427	Abu Mena	625±24
117048	Abu Mena	625±24
117392	Abu Mena	625±24
117383	Abu Mena	625±24
117423	Abu Mena	625±24
117418	Abu Mena	625±24
117568	Abu Mena	625±24
117546	Abu Mena	625±24
117316	Abu Mena	625±24
117199	Abu Mena	625±24
117502	Abu Mena	625±24
117542	Abu Mena	625±24
117127	Abu Mena	625±24
117274	Abu Mena	625±24
117226	Abu Mena	625±24
117572	Abu Mena	625±24
117264	Abu Mena	625±24
117254	Abu Mena	625±24
117431	Abu Mena	625±24
117457	Abu Mena	625±24
117216	Abu Mena	625±24
117562	Abu Mena	625±24
117212	Abu Mena	625±24
117248	Abu Mena	625±24
117353	Abu Mena	625±24
117200	Abu Mena	625±24
117155	Abu Mena	625±24
117204	Abu Mena	625±24
117470	Abu Mena	625±24
117044	Abu Mena	625±24
117122	Abu Mena	625±24
117395	Abu Mena	625±24
117561	Abu Mena	625±24
117504	Abu Mena	625±24
117410	Abu Mena	625±24
117120	Abu Mena	625±24
117428	Abu Mena	625±24
117491	Abu Mena	625±24
117072	Abu Mena	625±24
117400	Abu Mena	625±24
117513	Abu Mena	625±24
117396	Abu Mena	625±24
117065	Abu Mena	625±24
117170	Abu Mena	625±24
117093	Abu Mena	625±24
117282	Abu Mena	625±24
117123	Abu Mena	625±24
117025	Abu Mena	625±24
117153	Abu Mena	625±24
117442	Abu Mena	625±24
117429	Abu Mena	625±24
117087	Abu Mena	625±24
117374	Abu Mena	625±24
117558	Abu Mena	625±24
117507	Abu Mena	625±24
117261	Abu Mena	625±24
117215	Abu Mena	625±24
117128	Abu Mena	625±24
117040	Abu Mena	625±24
117466	Abu Mena	625±24
117373	Abu Mena	625±24
117154	Abu Mena	625±24
117539	Abu Mena	625±24
117287	Abu Mena	625±24
117408	Abu Mena	625±24
117111	Abu Mena	625±24
117553	Abu Mena	625±24
117243	Abu Mena	625±24
117146	Abu Mena	625±24
117083	Abu Mena	625±24
117108	Abu Mena	625±24
117505	Abu Mena	625±24
117372	Abu Mena	625±24
117522	Abu Mena	625±24
117370	Abu Mena	625±24
117569	Abu Mena	625±24
117145	Abu Mena	625±24
117346	Abu Mena	625±24
117241	Abu Mena	625±24
117483	Abu Mena	625±24
117326	Abu Mena	625±24
117508	Abu Mena	625±24
117278	Abu Mena	625±24
117139	Abu Mena	625±24
117364	Abu Mena	625±24
117363	Abu Mena	625±24
117255	Abu Mena	625±24
117277	Abu Mena	625±24
117180	Abu Mena	625±24
117323	Abu Mena	625±24
117007	Abu Mena	625±24
117414	Abu Mena	625±24
117114	Abu Mena	625±24
117499	Abu Mena	625±24
117332	Abu Mena	625±24
117073	Abu Mena	625±24
117320	Abu Mena	625±24
117232	Abu Mena	625±24
117201	Abu Mena	625±24
117319	Abu Mena	625±24
117552	Abu Mena	625±24
117208	Abu Mena	625±24
117157	Abu Mena	625±24
117061	Abu Mena	625±24
117415	Abu Mena	625±24
117247	Abu Mena	625±24
117110	Abu Mena	625±24
117379	Abu Mena	625±24
117496	Abu Mena	625±24
117329	Abu Mena	625±24
117452	Abu Mena	625±24
117275	Abu Mena	625±24
117544	Abu Mena	625±24
117038	Abu Mena	625±24
117376	Abu Mena	625±24
117512	Abu Mena	625±24
117369	Abu Mena	625±24
117172	Abu Mena	625±24
117214	Abu Mena	625±24
117053	Abu Mena	625±24
117117	Abu Mena	625±24
117525	Abu Mena	625±24
117125	Abu Mena	625±24
117324	Abu Mena	625±24
117079	Abu Mena	625±24
117486	Abu Mena	625±24
117301	Abu Mena	625±24
117416	Abu Mena	625±24
117179	Abu Mena	625±24
117091	Abu Mena	625±24
117265	Abu Mena	625±24
117086	Abu Mena	625±24
117194	Abu Mena	625±24
117325	Abu Mena	625±24
117049	Abu Mena	625±24
117229	Abu Mena	625±24
117056	Abu Mena	625±24
117534	Abu Mena	625±24
117434	Abu Mena	625±24
117417	Abu Mena	625±24
117511	Abu Mena	625±24
117330	Abu Mena	625±24
117432	Abu Mena	625±24
117112	Abu Mena	625±24
117382	Abu Mena	625±24
117251	Abu Mena	625±24
117517	Abu Mena	625±24
117281	Abu Mena	625±24
117231	Abu Mena	625±24
117474	Abu Mena	625±24
117460	Abu Mena	625±24
117327	Abu Mena	625±24
117412	Abu Mena	625±24
117090	Abu Mena	625±24
117331	Abu Mena	625±24
117018	Abu Mena	625±24
117566	Abu Mena	625±24
117450	Abu Mena	625±24
117356	Abu Mena	625±24
117313	Abu Mena	625±24
117118	Abu Mena	625±24
117029	Abu Mena	625±24
117004	Abu Mena	625±24
117292	Abu Mena	625±24
117464	Abu Mena	625±24
117357	Abu Mena	625±24
117510	Abu Mena	625±24
117547	Abu Mena	625±24
117498	Abu Mena	625±24
117230	Abu Mena	625±24
117173	Abu Mena	625±24
117185	Abu Mena	625±24
117310	Abu Mena	625±24
117236	Abu Mena	625±24
117519	Abu Mena	625±24
117276	Abu Mena	625±24
117419	Abu Mena	625±24
117520	Abu Mena	625±24
117300	Abu Mena	625±24
117461	Abu Mena	625±24
117131	Abu Mena	625±24
117490	Abu Mena	625±24
117291	Abu Mena	625±24
117068	Abu Mena	625±24
117397	Abu Mena	625±24
117187	Abu Mena	625±24
117494	Abu Mena	625±24
117359	Abu Mena	625±24
117196	Abu Mena	625±24
117529	Abu Mena	625±24
117430	Abu Mena	625±24
117209	Abu Mena	625±24
117105	Abu Mena	625±24
117228	Abu Mena	625±24
117001	Abu Mena	625±24
117045	Abu Mena	625±24
117351	Abu Mena	625±24
117234	Abu Mena	625±24
117218	Abu Mena	625±24
117039	Abu Mena	625±24
117081	Abu Mena	625±24
117165	Abu Mena	625±24
117304	Abu Mena	625±24
117188	Abu Mena	625±24
117335	Abu Mena	625±24
117448	Abu Mena	625±24
117126	Abu Mena	625±24
117573	Abu Mena	625±24
117070	Abu Mena	625±24
117355	Abu Mena	625±24
117361	Abu Mena	625±24
117407	Abu Mena	625±24
117559	Abu Mena	625±24
117472	Abu Mena	625±24
117032	Abu Mena	625±24
117067	Abu Mena	625±24
117401	Abu Mena	625±24
117266	Abu Mena	625±24
117557	Abu Mena	625±24
117575	Abu Mena	625±24
117521	Abu Mena	625±24
117124	Abu Mena	625±24
117225	Abu Mena	625±24
117343	Abu Mena	625±24
117192	Abu Mena	625±24
117011	Abu Mena	625±24
117389	Abu Mena	625±24
117445	Abu Mena	625±24
117031	Abu Mena	625±24
117270	Abu Mena	625±24
117503	Abu Mena	625±24
117411	Abu Mena	625±24
117260	Abu Mena	625±24
117509	Abu Mena	625±24
117475	Abu Mena	625±24
117564	Abu Mena	625±24
117096	Abu Mena	625±24
117348	Abu Mena	625±24
117533	Abu Mena	625±24
117041	Abu Mena	625±24
117138	Abu Mena	625±24
117358	Abu Mena	625±24
117094	Abu Mena	625±24
117386	Abu Mena	625±24
117402	Abu Mena	625±24
117350	Abu Mena	625±24
117484	Abu Mena	625±24
117479	Abu Mena	625±24
117454	Abu Mena	625±24
117046	Abu Mena	625±24
117272	Abu Mena	625±24
117283	Abu Mena	625±24
117076	Abu Mena	625±24
117290	Abu Mena	625±24
117233	Abu Mena	625±24
117437	Abu Mena	625±24
117375	Abu Mena	625±24
117075	Abu Mena	625±24
117037	Abu Mena	625±24
117440	Abu Mena	625±24
117537	Abu Mena	625±24
117144	Abu Mena	625±24
117312	Abu Mena	625±24
117178	Abu Mena	625±24
117183	Abu Mena	625±24
117354	Abu Mena	625±24
117413	Abu Mena	625±24
117186	Abu Mena	625±24
117130	Abu Mena	625±24
117482	Abu Mena	625±24
117213	Abu Mena	625±24
117267	Abu Mena	625±24
117349	Abu Mena	625±24
117054	Abu Mena	625±24
117071	Abu Mena	625±24
117249	Abu Mena	625±24
117500	Abu Mena	625±24
117109	Abu Mena	625±24
117478	Abu Mena	625±24
117280	Abu Mena	625±24
117556	Abu Mena	625±24
117042	Abu Mena	625±24
117352	Abu Mena	625±24
117259	Abu Mena	625±24
117497	Abu Mena	625±24
117425	Abu Mena	625±24
117394	Abu Mena	625±24
117381	Abu Mena	625±24
117202	Abu Mena	625±24
117388	Abu Mena	625±24
117135	Abu Mena	625±24
117545	Abu Mena	625±24
117219	Abu Mena	625±24
117269	Abu Mena	625±24
117258	Abu Mena	625±24
117159	Abu Mena	625±24
117560	Abu Mena	625±24
117101	Abu Mena	625±24
117211	Abu Mena	625±24
117465	Abu Mena	625±24
117538	Abu Mena	625±24
117390	Abu Mena	625±24
117034	Abu Mena	625±24
117006	Abu Mena	625±24
117047	Abu Mena	625±24
117311	Abu Mena	625±24
117084	Abu Mena	625±24
117268	Abu Mena	625±24
117571	Abu Mena	625±24
117548	Abu Mena	625±24
117009	Abu Mena	625±24
117554	Abu Mena	625±24
117471	Abu Mena	625±24
117008	Abu Mena	625±24
117235	Abu Mena	625±24
117177	Abu Mena	625±24
117151	Abu Mena	625±24
117245	Abu Mena	625±24
117446	Abu Mena	625±24
117453	Abu Mena	625±24
117314	Abu Mena	625±24
117409	Abu Mena	625±24
117182	Abu Mena	625±24
117089	Abu Mena	625±24
117493	Abu Mena	625±24
117203	Abu Mena	625±24
117005	Abu Mena	625±24
117142	Abu Mena	625±24
117043	Abu Mena	625±24
117399	Abu Mena	625±24
117297	Abu Mena	625±24
117362	Abu Mena	625±24
117422	Abu Mena	625±24
117102	Abu Mena	625±24
117296	Abu Mena	625±24
117540	Abu Mena	625±24
117551	Abu Mena	625±24
117014	Abu Mena	625±24
117336	Abu Mena	625±24
117020	Abu Mena	625±24
117439	Abu Mena	625±24
117318	Abu Mena	625±24
117033	Abu Mena	625±24
117456	Abu Mena	625±24
117078	Abu Mena	625±24
117080	Abu Mena	625±24
117444	Abu Mena	625±24
117305	Abu Mena	625±24
117174	Abu Mena	625±24
117563	Abu Mena	625±24
117257	Abu Mena	625±24
117462	Abu Mena	625±24
117271	Abu Mena	625±24
117449	Abu Mena	625±24
117371	Abu Mena	625±24
117273	Abu Mena	625±24
117104	Abu Mena	625±24
117579	Abu Mena	625±24
117366	Abu Mena	625±24
117467	Abu Mena	625±24
117024	Abu Mena	625±24
117285	Abu Mena	625±24
117064	Abu Mena	625±24
117420	Abu Mena	625±24
117115	Abu Mena	625±24
117294	Abu Mena	625±24
117526	Abu Mena	625±24
117222	Abu Mena	625±24
117532	Abu Mena	625±24
117171	Abu Mena	625±24
117195	Abu Mena	625±24
117224	Abu Mena	625±24
117242	Abu Mena	625±24
117463	Abu Mena	625±24
117337	Abu Mena	625±24
117063	Abu Mena	625±24
117295	Abu Mena	625±24
117426	Abu Mena	625±24
117028	Abu Mena	625±24
117279	Abu Mena	625±24
117220	Abu Mena	625±24
117385	Abu Mena	625±24
117495	Abu Mena	625±24
117250	Abu Mena	625±24
117536	Abu Mena	625±24
117307	Abu Mena	625±24
117506	Abu Mena	625±24
117057	Abu Mena	625±24
117016	Abu Mena	625±24
117206	Abu Mena	625±24
117344	Abu Mena	625±24
117309	Abu Mena	625±24
117293	Abu Mena	625±24
117404	Abu Mena	625±24
117406	Abu Mena	625±24
117095	Abu Mena	625±24
117328	Abu Mena	625±24
117133	Abu Mena	625±24
117050	Abu Mena	625±24
117167	Abu Mena	625±24
117176	Abu Mena	625±24
117207	Abu Mena	625±24
117246	Abu Mena	625±24
117347	Abu Mena	625±24
117469	Abu Mena	625±24
117181	Abu Mena	625±24
117262	Abu Mena	625±24
117197	Abu Mena	625±24
117543	Abu Mena	625±24
117387	Abu Mena	625±24
117298	Abu Mena	625±24
117485	Abu Mena	625±24
117030	Abu Mena	625±24
117570	Abu Mena	625±24
117333	Abu Mena	625±24
117530	Abu Mena	625±24
117459	Abu Mena	625±24
117052	Abu Mena	625±24
117253	Abu Mena	625±24
117147	Abu Mena	625±24
117518	Abu Mena	625±24
117567	Abu Mena	625±24
35006	Abu Mena	500±99
35007	Abu Mena	500±99
35015	Abu Mena	500±99
35009	Abu Mena	500±99
35014	Abu Mena	500±99
35023	Abu Mena	500±99
35005	Abu Mena	500±99
35004	Abu Mena	500±99
35017	Abu Mena	500±99
35013	Abu Mena	500±99
35010	Abu Mena	500±99
35001	Abu Mena	500±99
35002	Abu Mena	500±99
35019	Abu Mena	500±99
35016	Abu Mena	500±99
35011	Abu Mena	500±99
35022	Abu Mena	500±99
35020	Abu Mena	500±99
35003	Abu Mena	500±99
35021	Abu Mena	500±99
35008	Abu Mena	500±99
35018	Abu Mena	500±99
35012	Abu Mena	500±99
116747	Abu Mena	625±24
116668	Abu Mena	625±24
78963	Abu Sha’ar	500±99
78965	Abu Sha’ar	500±99
78962	Abu Sha’ar	500±99
78964	Abu Sha’ar	500±99
78966	Abu Sha’ar	150±49
78967	Abu Sha’ar	125±24
78960	Abu Sha’ar	500±99
78968	Abu Sha’ar	125±24
78969	Abu Sha’ar	125±24
78961	Abu Sha’ar	500±99
79056	Abu Sha’ar	450±149
79055	Abu Sha’ar	350±49
79057	Abu Sha’ar	500±99
79054	Abu Sha’ar	310±1
79058	Abu Sha’ar	313±12
111086	Abusir el-Melek	-13±0
392591	Abydos	103±0
392587	Abydos	91±0
392592	Abydos	106±0
392589	Abydos	94±0
392588	Abydos	89±0
392590	Abydos	105±0
40733	Abydos	null
40731	Abydos	null
40730	Abydos	null
40732	Abydos	null
26885	Abydos	250±149
26886	Abydos	250±149
26884	Abydos	250±149
135624	Abydos	100±99
135625	Abydos	200±99
942812	Adaiu	313±12
749355	Aigai	-309±0
39296	Aila	613±12
971673	Ain es-Sabil	363±12
971689	Ain es-Sabil	363±12
971667	Ain es-Sabil	363±12
971672	Ain es-Sabil	363±12
971688	Ain es-Sabil	363±12
971657	Ain es-Sabil	363±12
971654	Ain es-Sabil	363±12
971693	Ain es-Sabil	363±12
971671	Ain es-Sabil	363±12
971679	Ain es-Sabil	363±12
971663	Ain es-Sabil	363±12
971655	Ain es-Sabil	363±12
971694	Ain es-Sabil	363±12
971670	Ain es-Sabil	363±12
971690	Ain es-Sabil	363±12
971692	Ain es-Sabil	363±12
971669	Ain es-Sabil	363±12
971678	Ain es-Sabil	363±12
971677	Ain es-Sabil	363±12
971683	Ain es-Sabil	363±12
971685	Ain es-Sabil	363±12
971658	Ain es-Sabil	363±12
971686	Ain es-Sabil	363±12
971650	Ain es-Sabil	363±12
971681	Ain es-Sabil	363±12
971697	Ain es-Sabil	363±12
971653	Ain es-Sabil	363±12
971684	Ain es-Sabil	363±12
971661	Ain es-Sabil	363±12
971664	Ain es-Sabil	363±12
971668	Ain es-Sabil	363±12
971676	Ain es-Sabil	363±12
971662	Ain es-Sabil	363±12
971652	Ain es-Sabil	363±12
971696	Ain es-Sabil	363±12
971682	Ain es-Sabil	363±12
971687	Ain es-Sabil	363±12
971680	Ain es-Sabil	363±12
971665	Ain es-Sabil	363±12
971691	Ain es-Sabil	363±12
971695	Ain es-Sabil	363±12
971651	Ain es-Sabil	363±12
971675	Ain es-Sabil	363±12
971666	Ain es-Sabil	363±12
971660	Ain es-Sabil	363±12
971656	Ain es-Sabil	363±12
971674	Ain es-Sabil	363±12
971659	Ain es-Sabil	363±12
34150	Ain Labakha	350±49
34283	Ain Waqfa	375±24
34248	Ain Waqfa	375±24
34270	Ain Waqfa	375±24
34211	Ain Waqfa	375±24
34249	Ain Waqfa	375±24
34235	Ain Waqfa	375±24
34261	Ain Waqfa	375±24
34227	Ain Waqfa	375±24
34247	Ain Waqfa	375±24
34217	Ain Waqfa	375±24
34243	Ain Waqfa	375±24
34212	Ain Waqfa	375±24
34208	Ain Waqfa	375±24
34284	Ain Waqfa	375±24
34228	Ain Waqfa	375±24
34258	Ain Waqfa	375±24
34277	Ain Waqfa	375±24
34280	Ain Waqfa	375±24
34252	Ain Waqfa	375±24
34262	Ain Waqfa	375±24
34268	Ain Waqfa	375±24
34231	Ain Waqfa	375±24
34282	Ain Waqfa	375±24
34216	Ain Waqfa	375±24
34278	Ain Waqfa	375±24
34259	Ain Waqfa	375±24
34245	Ain Waqfa	375±24
34225	Ain Waqfa	375±24
34254	Ain Waqfa	375±24
34209	Ain Waqfa	375±24
34264	Ain Waqfa	375±24
34255	Ain Waqfa	375±24
34226	Ain Waqfa	375±24
34239	Ain Waqfa	375±24
34230	Ain Waqfa	375±24
34219	Ain Waqfa	375±24
34233	Ain Waqfa	375±24
34269	Ain Waqfa	375±24
34221	Ain Waqfa	375±24
34232	Ain Waqfa	375±24
34263	Ain Waqfa	375±24
34279	Ain Waqfa	375±24
34244	Ain Waqfa	375±24
34242	Ain Waqfa	375±24
34256	Ain Waqfa	375±24
34214	Ain Waqfa	375±24
34224	Ain Waqfa	375±24
34236	Ain Waqfa	375±24
34250	Ain Waqfa	375±24
34274	Ain Waqfa	375±24
34220	Ain Waqfa	375±24
34267	Ain Waqfa	375±24
34246	Ain Waqfa	375±24
34253	Ain Waqfa	375±24
34223	Ain Waqfa	375±24
34210	Ain Waqfa	375±24
34206	Ain Waqfa	375±24
34229	Ain Waqfa	375±24
34237	Ain Waqfa	375±24
34273	Ain Waqfa	375±24
34257	Ain Waqfa	375±24
34276	Ain Waqfa	375±24
34215	Ain Waqfa	375±24
34240	Ain Waqfa	375±24
34266	Ain Waqfa	375±24
34281	Ain Waqfa	375±24
34251	Ain Waqfa	375±24
34265	Ain Waqfa	375±24
34234	Ain Waqfa	375±24
34222	Ain Waqfa	375±24
34271	Ain Waqfa	375±24
34213	Ain Waqfa	375±24
34218	Ain Waqfa	375±24
34241	Ain Waqfa	375±24
34260	Ain Waqfa	375±24
34207	Ain Waqfa	375±24
34275	Ain Waqfa	375±24
34238	Ain Waqfa	375±24
34272	Ain Waqfa	375±24
30245	Akanthon Polis	250±49
30246	Akanthon Polis	250±49
18238	Akanthon Polis	127±0
7326	Akanthon Polis	-50±49
79438	Akanthon Polis	-250±49
26053	Akanthon Polis	50±49
11880	Akoris	178±0
3106	Akoris	-111±0
3105	Akoris	-113±0
2848	Akoris	-105±0
17065	Akoris	123±0
17061	Akoris	123±0
3100	Akoris	-108±0
3097	Akoris	-110±0
3096	Akoris	-112±0
3098	Akoris	-109±0
3101	Akoris	-107±0
3099	Akoris	-109±0
2847	Akoris	-105±0
38513	Akoris	700±99
25023	Akoris	200±199
117940	Akoris	700±99
135975	Akoris	550±49
135649	Akoris	700±99
135653	Akoris	700±99
135641	Akoris	700±99
135643	Akoris	700±99
135632	Akoris	700±99
135639	Akoris	700±99
135637	Akoris	700±99
135646	Akoris	700±99
135638	Akoris	700±24
135640	Akoris	300±99
135648	Akoris	700±99
85428	Akoris	700±99
85428	Akoris	700±99
85428	Akoris	700±99
85438	Akoris	700±99
38512	Akoris	600±99
38514	Akoris	600±99
38511	Akoris	600±99
38510	Akoris	600±99
38515	Akoris	600±99
38509	Akoris	600±99
971707	al-Ušmūnayn	950±49
971706	al-Ušmūnayn	950±0
24943	Alabanthis	50±49
9442	Alabanthis	154±0
29255	Alabanthis	150±49
12740	Alabanthis	137±0
3385	Alabanthis	-222±0
15137	Alabanthis	128±0
32808	Alabanthis	375±24
37790	Alabanthis	600±99
14900	Alabanthis	161±0
14899	Alabanthis	161±0
14898	Alabanthis	161±0
47267	Alabastrine	412±0
47269	Alabastrine	424±0
47268	Alabastrine	425±0
16347	Alabastrine	205±0
22804	Alabastrine	249±0
22804	Alabastrine	256±0
27234	Alabastrine	188±12
79047	Alabastrine	231±0
2894	Alabastron Polis	-260±0
21278	Alabastron Polis	117±0
17351	Alexandreon Chora	236±0
15717	Alexandreon Chora	141±0
15718	Alexandreon Chora	141±0
18195	Alexandreon Chora	232±0
381309	Alexandria	83±0
381308	Alexandria	83±0
381306	Alexandria	83±0
9923	Alexandria	142+
27745	Alexandria	143±1
9924	Alexandria	142+
7677	Alexandria	-254±5
7671	Alexandria	-254±5
7669	Alexandria	-254±5
7680	Alexandria	-252±0
7672	Alexandria	-254±5
7667	Alexandria	-254±5
7673	Alexandria	-254±5
7670	Alexandria	-254±5
7676	Alexandria	-254±5
27515	Alexandria	150±49
78571	Alexandria	-13±12
78414	Alexandria	-8±22
78511	Alexandria	148±0
78711	Alexandria	592±0
78512	Alexandria	62±0
78286	Alexandria	200±99
942936	Alexandria	150±25
26951	Alexandria	143±1
26940	Alexandria	146±1
26733	Alexandria	141±3
36693	Alexandria	550±49
34880	Alexandria	488±12
17375	Alexandria	297±0
17629	Alexandria	140±0
17312	Alexandria	317±0
17394	Alexandria	131±0
17245	Alexandria	31+
17614	Alexandria	89±6
17389	Alexandria	137±0
17952	Alexandria	270±0
17955	Alexandria	225±0
17951	Alexandria	270±0
17395	Alexandria	156±0
17409	Alexandria	159±0
17396	Alexandria	156-
17628	Alexandria	100±0
17242	Alexandria	128±10
17201	Alexandria	121±1
974989	Alexandria	216±1
968732	Alexandria	-197±0
6206	Alexandria	-187±0
100121	Alexandria	348±0
30516	Alexandria	288±12
30436	Alexandria	300±99
30514	Alexandria	250±49
30513	Alexandria	250±49
30716	Alexandria	250±49
30754	Alexandria	288±12
16422	Alexandria	98±0
16915	Alexandria	210±0
16850	Alexandria	41±0
16913	Alexandria	169+
16868	Alexandria	350±0
16908	Alexandria	148±0
16914	Alexandria	180±0
16912	Alexandria	91±0
16888	Alexandria	224±0
16925	Alexandria	397±0
16328	Alexandria	70±0
16911	Alexandria	212±0
16866	Alexandria	346±0
16429	Alexandria	302±0
16273	Alexandria	27±0
11807	Alexandria	104±0
1182	Alexandria	-257±0
1562	Alexandria	-250±0
1189	Alexandria	-255±0
1548	Alexandria	-252±0
1205	Alexandria	-243±0
1542	Alexandria	-252-
1560	Alexandria	-250±0
1433	Alexandria	-257±0
1139	Alexandria	-250±24
1156	Alexandria	-250±24
1906	Alexandria	-258±0
1552	Alexandria	-251±0
1531	Alexandria	-255±0
1514	Alexandria	-257±0
1604	Alexandria	-252±4
3811	Alexandria	-115±0
3679	Alexandria	-117±0
3694	Alexandria	-111±0
3695	Alexandria	-99±0
21241	Alexandria	293±0
21760	Alexandria	104±0
21035	Alexandria	57±0
21351	Alexandria	297±0
21449	Alexandria	352+
69749	Alexandria	163±0
69750	Alexandria	157±0
69748	Alexandria	145±0
69746	Alexandria	109±0
69747	Alexandria	144±0
22659	Alexandria	186±0
22656	Alexandria	192±0
22156	Alexandria	494±0
22157	Alexandria	499±0
22703	Alexandria	84±0
22212	Alexandria	192±0
22116	Alexandria	115±2
702549	Alexandria	500±99
5028	Alexandria	-45±0
20622	Alexandria	131+
20817	Alexandria	174±0
20991	Alexandria	153±0
20442	Alexandria	-1±0
20565	Alexandria	22±0
20054	Alexandria	144±0
20356	Alexandria	195±0
20701	Alexandria	52±0
20156	Alexandria	158±1
20201	Alexandria	199±0
20572	Alexandria	52±0
20404	Alexandria	202+
20106	Alexandria	-8±22
